Source,Block Name,Variable Name,Variable Description,Value,Value Description
ALSPAC,wave1m,covid1m_2525,a6d1: Particpant went to a walk-in centre about symptoms in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2525,a6d1: Particpant went to a walk-in centre about symptoms in last week: COVID1,-5,Checked no boxes in A6d1
ALSPAC,wave1m,covid1m_2525,a6d1: Particpant went to a walk-in centre about symptoms in last week: COVID1,-3,Not sought medical attention
ALSPAC,wave1m,covid1m_2525,a6d1: Particpant went to a walk-in centre about symptoms in last week: COVID1,-2,No symptoms in last week
ALSPAC,wave1m,covid1m_2525,a6d1: Particpant went to a walk-in centre about symptoms in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2525,a6d1: Particpant went to a walk-in centre about symptoms in last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2525,a6d1: Particpant went to a walk-in centre about symptoms in last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2526,a6d1: Pp went to Accident and Emergency about symptoms in last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2526,a6d1: Pp went to Accident and Emergency about symptoms in last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2526,a6d1: Pp went to Accident and Emergency about symptoms in last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2526,a6d1: Pp went to Accident and Emergency about symptoms in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2526,a6d1: Pp went to Accident and Emergency about symptoms in last week: COVID1,-5,Checked no boxes in A6d1
ALSPAC,wave1m,covid1m_2526,a6d1: Pp went to Accident and Emergency about symptoms in last week: COVID1,-3,Not sought medical attention
ALSPAC,wave1m,covid1m_2526,a6d1: Pp went to Accident and Emergency about symptoms in last week: COVID1,-2,No symptoms in last week
ALSPAC,wave1m,covid1m_2526,a6d1: Pp went to Accident and Emergency about symptoms in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2526,a6d1: Pp went to Accident and Emergency about symptoms in last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2526,a6d1: Pp went to Accident and Emergency about symptoms in last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2527,a6d1: Pp sought other medical attention about symptoms in last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2527,a6d1: Pp sought other medical attention about symptoms in last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2527,a6d1: Pp sought other medical attention about symptoms in last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2527,a6d1: Pp sought other medical attention about symptoms in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2527,a6d1: Pp sought other medical attention about symptoms in last week: COVID1,-5,Checked no boxes in A6d1
ALSPAC,wave1m,covid1m_2527,a6d1: Pp sought other medical attention about symptoms in last week: COVID1,-3,Not sought medical attention
ALSPAC,wave1m,covid1m_2527,a6d1: Pp sought other medical attention about symptoms in last week: COVID1,-2,No symptoms in last week
ALSPAC,wave1m,covid1m_2527,a6d1: Pp sought other medical attention about symptoms in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2527,a6d1: Pp sought other medical attention about symptoms in last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2527,a6d1: Pp sought other medical attention about symptoms in last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2540,a6e: Participant took paracetamol to treat symptoms in last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2540,a6e: Participant took paracetamol to treat symptoms in last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2540,a6e: Participant took paracetamol to treat symptoms in last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2540,a6e: Participant took paracetamol to treat symptoms in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2540,a6e: Participant took paracetamol to treat symptoms in last week: COVID1,-2,No symptoms in last week
ALSPAC,wave1m,covid1m_2540,a6e: Participant took paracetamol to treat symptoms in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2540,a6e: Participant took paracetamol to treat symptoms in last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2540,a6e: Participant took paracetamol to treat symptoms in last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2541,a6e: Participant took ibuprofen to treat symptoms in last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2541,a6e: Participant took ibuprofen to treat symptoms in last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2541,a6e: Participant took ibuprofen to treat symptoms in last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2541,a6e: Participant took ibuprofen to treat symptoms in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2541,a6e: Participant took ibuprofen to treat symptoms in last week: COVID1,-2,No symptoms in last week
ALSPAC,wave1m,covid1m_2541,a6e: Participant took ibuprofen to treat symptoms in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2541,a6e: Participant took ibuprofen to treat symptoms in last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2541,a6e: Participant took ibuprofen to treat symptoms in last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2542,a6e: Participant took antibiotics to treat symptoms in last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2542,a6e: Participant took antibiotics to treat symptoms in last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2542,a6e: Participant took antibiotics to treat symptoms in last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2542,a6e: Participant took antibiotics to treat symptoms in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2542,a6e: Participant took antibiotics to treat symptoms in last week: COVID1,-6,G0 dad and YPP data disclosive
ALSPAC,wave1m,covid1m_2542,a6e: Participant took antibiotics to treat symptoms in last week: COVID1,-2,No symptoms in last week
ALSPAC,wave1m,covid1m_2542,a6e: Participant took antibiotics to treat symptoms in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2542,a6e: Participant took antibiotics to treat symptoms in last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2542,a6e: Participant took antibiotics to treat symptoms in last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2543,a6e: Participant took other medication to treat symptoms in last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2543,a6e: Participant took other medication to treat symptoms in last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2543,a6e: Participant took other medication to treat symptoms in last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2543,a6e: Participant took other medication to treat symptoms in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2543,a6e: Participant took other medication to treat symptoms in last week: COVID1,-2,No symptoms in last week
ALSPAC,wave1m,covid1m_2543,a6e: Participant took other medication to treat symptoms in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2543,a6e: Participant took other medication to treat symptoms in last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2543,a6e: Participant took other medication to treat symptoms in last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2560,a7: Participant had temperature taken in the last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2560,a7: Participant had temperature taken in the last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2560,a7: Participant had temperature taken in the last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2560,a7: Participant had temperature taken in the last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2560,a7: Participant had temperature taken in the last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2560,a7: Participant had temperature taken in the last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2560,a7: Participant had temperature taken in the last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2561,a7a: Doctor/nurse/other healthcare professional took pp's temperature: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2561,a7a: Doctor/nurse/other healthcare professional took pp's temperature: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2561,a7a: Doctor/nurse/other healthcare professional took pp's temperature: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2561,a7a: Doctor/nurse/other healthcare professional took pp's temperature: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2561,a7a: Doctor/nurse/other healthcare professional took pp's temperature: COVID1,-2,Temp not taken
ALSPAC,wave1m,covid1m_2561,a7a: Doctor/nurse/other healthcare professional took pp's temperature: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2561,a7a: Doctor/nurse/other healthcare professional took pp's temperature: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2561,a7a: Doctor/nurse/other healthcare professional took pp's temperature: COVID1,2,"No, taken by participant"
ALSPAC,wave1m,covid1m_2561,a7a: Doctor/nurse/other healthcare professional took pp's temperature: COVID1,3,"No, taken by someone else"
ALSPAC,wave1m,covid1m_2562,a7b: Participant's highest temperature (Â°C): COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2562,a7b: Participant's highest temperature (Â°C): COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2562,a7b: Participant's highest temperature (Â°C): COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2562,a7b: Participant's highest temperature (Â°C): COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2562,a7b: Participant's highest temperature (Â°C): COVID1,-5,Can't remember
ALSPAC,wave1m,covid1m_2562,a7b: Participant's highest temperature (Â°C): COVID1,-2,Temp not taken
ALSPAC,wave1m,covid1m_2562,a7b: Participant's highest temperature (Â°C): COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2562,a7b: Participant's highest temperature (Â°C): COVID1,36,36 or less
ALSPAC,wave1m,covid1m_2570,a8a: Pp had shortness of breath (difficulty breathing) in last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2570,a8a: Pp had shortness of breath (difficulty breathing) in last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2570,a8a: Pp had shortness of breath (difficulty breathing) in last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2570,a8a: Pp had shortness of breath (difficulty breathing) in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2570,a8a: Pp had shortness of breath (difficulty breathing) in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2570,a8a: Pp had shortness of breath (difficulty breathing) in last week: COVID1,0,No
ALSPAC,wave1m,covid1m_2570,a8a: Pp had shortness of breath (difficulty breathing) in last week: COVID1,1,"Yes, but not affect normal activities"
ALSPAC,wave1m,covid1m_2570,a8a: Pp had shortness of breath (difficulty breathing) in last week: COVID1,2,"Yes, did effect normal activities (e.g., walking short distances)"
ALSPAC,wave1m,covid1m_2570,a8a: Pp had shortness of breath (difficulty breathing) in last week: COVID1,3,"Yes, even when sat or lying down"
ALSPAC,wave1m,covid1m_2580,a9: Participant thinks they have or have had COVID-19: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2580,a9: Participant thinks they have or have had COVID-19: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2580,a9: Participant thinks they have or have had COVID-19: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2580,a9: Participant thinks they have or have had COVID-19: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2580,a9: Participant thinks they have or have had COVID-19: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2580,a9: Participant thinks they have or have had COVID-19: COVID1,0,No
ALSPAC,wave1m,covid1m_2580,a9: Participant thinks they have or have had COVID-19: COVID1,1,"Yes, confirmed by positive test or suspected by a doctor but not tested"
ALSPAC,wave1m,covid1m_2580,a9: Participant thinks they have or have had COVID-19: COVID1,2,"Yes, own suspicions"
ALSPAC,wave1m,covid1m_2585,a10: Pp close contact w/ person w/ COVID-like symptoms in last 2 weeks: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2585,a10: Pp close contact w/ person w/ COVID-like symptoms in last 2 weeks: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2585,a10: Pp close contact w/ person w/ COVID-like symptoms in last 2 weeks: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2585,a10: Pp close contact w/ person w/ COVID-like symptoms in last 2 weeks: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2585,a10: Pp close contact w/ person w/ COVID-like symptoms in last 2 weeks: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2585,a10: Pp close contact w/ person w/ COVID-like symptoms in last 2 weeks: COVID1,0,"No, not to participant's knowledge"
ALSPAC,wave1m,covid1m_2585,a10: Pp close contact w/ person w/ COVID-like symptoms in last 2 weeks: COVID1,1,"Yes, in contact with confirmed/tested COVID-19 case"
ALSPAC,wave1m,covid1m_2585,a10: Pp close contact w/ person w/ COVID-like symptoms in last 2 weeks: COVID1,2,"Yes, in contact with person with COVID-19 symptoms, but not confirmed/tested"
ALSPAC,wave1m,covid1m_2590,a11: Participant had a flu jab in the last 12 months: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2590,a11: Participant had a flu jab in the last 12 months: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2590,a11: Participant had a flu jab in the last 12 months: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2590,a11: Participant had a flu jab in the last 12 months: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2590,a11: Participant had a flu jab in the last 12 months: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2590,a11: Participant had a flu jab in the last 12 months: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2590,a11: Participant had a flu jab in the last 12 months: COVID1,2,No
ALSPAC,wave1m,covid1m_2600,DV: Predicted COVID case; based on Menni algorithm (October): COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2600,DV: Predicted COVID case; based on Menni algorithm (October): COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2600,DV: Predicted COVID case; based on Menni algorithm (October): COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2600,DV: Predicted COVID case; based on Menni algorithm (October): COVID1,-1,Missing/Not calculable
ALSPAC,wave1m,covid1m_2600,DV: Predicted COVID case; based on Menni algorithm (October): COVID1,1,Yes
ALSPAC,wave1m,covid1m_2600,DV: Predicted COVID case; based on Menni algorithm (October): COVID1,2,No
ALSPAC,wave1m,covid1m_2601,DV: Predicted COVID case; based on Menni algorithm (November): COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2601,DV: Predicted COVID case; based on Menni algorithm (November): COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2601,DV: Predicted COVID case; based on Menni algorithm (November): COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2601,DV: Predicted COVID case; based on Menni algorithm (November): COVID1,-1,Missing/Not calculable
ALSPAC,wave1m,covid1m_2601,DV: Predicted COVID case; based on Menni algorithm (November): COVID1,1,Yes
ALSPAC,wave1m,covid1m_2601,DV: Predicted COVID case; based on Menni algorithm (November): COVID1,2,No
ALSPAC,wave1m,covid1m_2602,DV: Predicted COVID case; based on Menni algorithm (December): COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2602,DV: Predicted COVID case; based on Menni algorithm (December): COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2602,DV: Predicted COVID case; based on Menni algorithm (December): COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2602,DV: Predicted COVID case; based on Menni algorithm (December): COVID1,-1,Missing/Not calculable
ALSPAC,wave1m,covid1m_2602,DV: Predicted COVID case; based on Menni algorithm (December): COVID1,1,Yes
ALSPAC,wave1m,covid1m_2602,DV: Predicted COVID case; based on Menni algorithm (December): COVID1,2,No
ALSPAC,wave1m,covid1m_2603,DV: Predicted COVID case; based on Menni algorithm (January): COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2603,DV: Predicted COVID case; based on Menni algorithm (January): COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2603,DV: Predicted COVID case; based on Menni algorithm (January): COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2603,DV: Predicted COVID case; based on Menni algorithm (January): COVID1,-1,Missing/Not calculable
ALSPAC,wave1m,covid1m_2603,DV: Predicted COVID case; based on Menni algorithm (January): COVID1,1,Yes
ALSPAC,wave1m,covid1m_2603,DV: Predicted COVID case; based on Menni algorithm (January): COVID1,2,No
ALSPAC,wave1m,covid1m_2604,DV: Predicted COVID case; based on Menni algorithm (February): COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2604,DV: Predicted COVID case; based on Menni algorithm (February): COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2604,DV: Predicted COVID case; based on Menni algorithm (February): COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2604,DV: Predicted COVID case; based on Menni algorithm (February): COVID1,-1,Missing/Not calculable
ALSPAC,wave1m,covid1m_2604,DV: Predicted COVID case; based on Menni algorithm (February): COVID1,1,Yes
ALSPAC,wave1m,covid1m_2604,DV: Predicted COVID case; based on Menni algorithm (February): COVID1,2,No
ALSPAC,wave1m,covid1m_2605,DV: Predicted COVID case; based on Menni algorithm (March): COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2605,DV: Predicted COVID case; based on Menni algorithm (March): COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2605,DV: Predicted COVID case; based on Menni algorithm (March): COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2605,DV: Predicted COVID case; based on Menni algorithm (March): COVID1,-1,Missing/Not calculable
ALSPAC,wave1m,covid1m_2605,DV: Predicted COVID case; based on Menni algorithm (March): COVID1,1,Yes
ALSPAC,wave1m,covid1m_2605,DV: Predicted COVID case; based on Menni algorithm (March): COVID1,2,No
ALSPAC,wave1m,covid1m_2606,DV: Predicted COVID case; based on Menni algorithm (April): COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2606,DV: Predicted COVID case; based on Menni algorithm (April): COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2606,DV: Predicted COVID case; based on Menni algorithm (April): COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2606,DV: Predicted COVID case; based on Menni algorithm (April): COVID1,-1,Missing/Not calculable
ALSPAC,wave1m,covid1m_2606,DV: Predicted COVID case; based on Menni algorithm (April): COVID1,1,Yes
ALSPAC,wave1m,covid1m_2606,DV: Predicted COVID case; based on Menni algorithm (April): COVID1,2,No
ALSPAC,wave1m,covid1m_2607,DV: Predicted COVID case; based on Menni algorithm (Last week): COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2607,DV: Predicted COVID case; based on Menni algorithm (Last week): COVID1,-11,Trips/Quads
